state,fuel_type,year,registrations
Karnataka,PETROL(E20),2024,48512
Karnataka,PETROL(E20)/CNG,2024,6
Karnataka,PETROL(E20)/HYBRID,2024,0
Karnataka,PETROL(E20)/HYBRID/CNG,2024,4
Karnataka,PETROL/CNG,2024,33954
Karnataka,PETROL/HYBRID,2024,24376
Karnataka,PETROL/HYBRID/CNG,2024,20
Karnataka,PETROL/LPG,2024,11
Karnataka,PLUG-IN HYBRID EV,2024,0
Karnataka,PURE EV,2024,50743
Karnataka,STRONG HYBRID EV,2024,6290
Karnataka,CNG ONLY,2025,49922
Karnataka,DIESEL,2025,202590
Karnataka,DIESEL/HYBRID,2025,1055
Karnataka,DUAL DIESEL/CNG,2025,0
Karnataka,DUAL DIESEL/LNG,2025,30
Karnataka,ELECTRIC(BOV),2025,48229
Karnataka,ETHANOL(E100),2025,160
Karnataka,FLEX-FUEL(BIO-DIESEL),2025,0
Karnataka,LNG,2025,24
Karnataka,LPG ONLY,2025,5178
Karnataka,NOT APPLICABLE,2025,14277
Karnataka,PETROL,2025,936118
Karnataka,PETROL(E20),2025,427212
Karnataka,PETROL(E20)/CNG,2025,4987
Karnataka,PETROL(E20)/HYBRID,2025,2894
Karnataka,PETROL(E20)/HYBRID/CNG,2025,1
Karnataka,PETROL/CNG,2025,36283
Karnataka,PETROL/HYBRID,2025,17420
Karnataka,PETROL/HYBRID/CNG,2025,6
Karnataka,PETROL/LPG,2025,3
Karnataka,PLUG-IN HYBRID EV,2025,2
Karnataka,PURE EV,2025,155458
Karnataka,STRONG HYBRID EV,2025,11221
Karnataka,CNG ONLY,2026,26880
Karnataka,DIESEL,2026,112123
Karnataka,DIESEL/HYBRID,2026,548
Karnataka,DUAL DIESEL/CNG,2026,0
Karnataka,DUAL DIESEL/LNG,2026,11
Karnataka,ELECTRIC(BOV),2026,22750
Karnataka,ETHANOL(E100),2026,0
Karnataka,FLEX-FUEL(BIO-DIESEL),2026,4
Karnataka,LNG,2026,8
Karnataka,LPG ONLY,2026,2389
Karnataka,NOT APPLICABLE,2026,6818
Karnataka,PETROL,2026,218272
Karnataka,PETROL(E20),2026,511046
Karnataka,PETROL(E20)/CNG,2026,25303
Karnataka,PETROL(E20)/HYBRID,2026,9952
Karnataka,PETROL(E20)/HYBRID/CNG,2026,0
Karnataka,PETROL/CNG,2026,2283
Karnataka,PETROL/HYBRID,2026,2828
Karnataka,PETROL/HYBRID/CNG,2026,0
Karnataka,PETROL/LPG,2026,2
Karnataka,PLUG-IN HYBRID EV,2026,1
Karnataka,PURE EV,2026,114920
Karnataka,STRONG HYBRID EV,2026,6314
Kerala,CNG ONLY,2022,9816
Kerala,DIESEL,2022,55836
Kerala,DIESEL/HYBRID,2022,68
Kerala,ELECTRIC(BOV),2022,39640
Kerala,ETHANOL(E100),2022,0
Kerala,LPG ONLY,2022,29
Kerala,METHANOL,2022,0
Kerala,NOT APPLICABLE,2022,0
Kerala,PETROL,2022,661524
Kerala,PETROL(E20),2022,0
Kerala,PETROL(E20)/CNG,2022,1
Kerala,PETROL(E20)/HYBRID,2022,0
Kerala,PETROL(E20)/HYBRID/CNG,2022,1
Kerala,PETROL(E20)/LPG,2022,0
Kerala,PETROL/CNG,2022,4890
Kerala,PETROL/HYBRID,2022,12332
Kerala,PETROL/HYBRID/CNG,2022,7
Kerala,PETROL/LPG,2022,42
Kerala,PLUG-IN HYBRID EV,2022,0
Kerala,PURE EV,2022,0
Kerala,STRONG HYBRID EV,2022,0
Kerala,CNG ONLY,2023,17141
Kerala,DIESEL,2023,56194
Kerala,DIESEL/HYBRID,2023,131
Kerala,ELECTRIC(BOV),2023,75825
Kerala,ETHANOL(E100),2023,0
Kerala,LPG ONLY,2023,17
Kerala,METHANOL,2023,0
Kerala,NOT APPLICABLE,2023,4
Kerala,PETROL,2023,555915
Kerala,PETROL(E20),2023,28848
Kerala,PETROL(E20)/CNG,2023,0
Kerala,PETROL(E20)/HYBRID,2023,0
Kerala,PETROL(E20)/HYBRID/CNG,2023,0
Kerala,PETROL(E20)/LPG,2023,1
Kerala,PETROL/CNG,2023,4515
Kerala,PETROL/HYBRID,2023,20718
Kerala,PETROL/HYBRID/CNG,2023,8
Kerala,PETROL/LPG,2023,10
Kerala,PLUG-IN HYBRID EV,2023,0
Kerala,PURE EV,2023,0
Kerala,STRONG HYBRID EV,2023,1
Kerala,CNG ONLY,2024,13813
Kerala,DIESEL,2024,56548
Kerala,DIESEL/HYBRID,2024,283
Kerala,ELECTRIC(BOV),2024,60349
Kerala,ETHANOL(E100),2024,7
Kerala,LPG ONLY,2024,19
Kerala,METHANOL,2024,0
Kerala,NOT APPLICABLE,2024,0
Kerala,PETROL,2024,543143
Kerala,PETROL(E20),2024,48657
Kerala,PETROL(E20)/CNG,2024,2
Kerala,PETROL(E20)/HYBRID,2024,0
Kerala,PETROL(E20)/HYBRID/CNG,2024,1
Kerala,PETROL(E20)/LPG,2024,0
Kerala,PETROL/CNG,2024,6494
Kerala,PETROL/HYBRID,2024,23492
Kerala,PETROL/HYBRID/CNG,2024,2
Kerala,PETROL/LPG,2024,0
Kerala,PLUG-IN HYBRID EV,2024,1
Kerala,PURE EV,2024,22920
Kerala,STRONG HYBRID EV,2024,3625
Kerala,CNG ONLY,2025,10092
Kerala,DIESEL,2025,70244
Kerala,DIESEL/HYBRID,2025,460
Kerala,ELECTRIC(BOV),2025,22433
Kerala,ETHANOL(E100),2025,89
Kerala,LPG ONLY,2025,18
Kerala,METHANOL,2025,1
Kerala,NOT APPLICABLE,2025,3
Kerala,PETROL,2025,451142
Kerala,PETROL(E20),2025,207302
Kerala,PETROL(E20)/CNG,2025,1954
Kerala,PETROL(E20)/HYBRID,2025,1780
Kerala,PETROL(E20)/HYBRID/CNG,2025,2
Kerala,PETROL(E20)/LPG,2025,0
Kerala,PETROL/CNG,2025,10694
Kerala,PETROL/HYBRID,2025,18491
Kerala,PETROL/HYBRID/CNG,2025,3
Kerala,PETROL/LPG,2025,1
Kerala,PLUG-IN HYBRID EV,2025,1
Kerala,PURE EV,2025,84512
Kerala,STRONG HYBRID EV,2025,8784
Kerala,CNG ONLY,2026,4886
Kerala,DIESEL,2026,41933
Kerala,DIESEL/HYBRID,2026,235
Kerala,ELECTRIC(BOV),2026,6546
Kerala,ETHANOL(E100),2026,2
Kerala,LPG ONLY,2026,4
Kerala,METHANOL,2026,0
Kerala,NOT APPLICABLE,2026,0
Kerala,PETROL,2026,93904
Kerala,PETROL(E20),2026,261465
Kerala,PETROL(E20)/CNG,2026,8707
Kerala,PETROL(E20)/HYBRID,2026,8394
Kerala,PETROL(E20)/HYBRID/CNG,2026,0
Kerala,PETROL(E20)/LPG,2026,0
Kerala,PETROL/CNG,2026,393
Kerala,PETROL/HYBRID,2026,3318
Kerala,PETROL/HYBRID/CNG,2026,0
Kerala,PETROL/LPG,2026,0
Kerala,PLUG-IN HYBRID EV,2026,1
Kerala,PURE EV,2026,60563
Kerala,STRONG HYBRID EV,2026,4118
Ladakh,DIESEL,2022,1673
Ladakh,DIESEL/HYBRID,2022,0
Ladakh,ELECTRIC(BOV),2022,40
Ladakh,FUEL CELL HYDROGEN,2022,0
Ladakh,NOT APPLICABLE,2022,0
Ladakh,PETROL,2022,4164
Ladakh,PETROL(E20),2022,0
Ladakh,PETROL(E20)/HYBRID,2022,0
Ladakh,PETROL/CNG,2022,0
Ladakh,PETROL/HYBRID,2022,161
Ladakh,PURE EV,2022,0
Ladakh,STRONG HYBRID EV,2022,0
Ladakh,DIESEL,2023,2199
Ladakh,DIESEL/HYBRID,2023,0
Ladakh,ELECTRIC(BOV),2023,28
Ladakh,FUEL CELL HYDROGEN,2023,0
Ladakh,NOT APPLICABLE,2023,1
Ladakh,PETROL,2023,2645
Ladakh,PETROL(E20),2023,1
Ladakh,PETROL(E20)/HYBRID,2023,0
Ladakh,PETROL/CNG,2023,0
Ladakh,PETROL/HYBRID,2023,270
Ladakh,PURE EV,2023,0
Ladakh,STRONG HYBRID EV,2023,0
Ladakh,DIESEL,2024,2062
Ladakh,DIESEL/HYBRID,2024,0
Ladakh,ELECTRIC(BOV),2024,18
Ladakh,FUEL CELL HYDROGEN,2024,0
Ladakh,NOT APPLICABLE,2024,0
Ladakh,PETROL,2024,2942
Ladakh,PETROL(E20),2024,4
Ladakh,PETROL(E20)/HYBRID,2024,0
Ladakh,PETROL/CNG,2024,0
Ladakh,PETROL/HYBRID,2024,408
Ladakh,PURE EV,2024,0
Ladakh,STRONG HYBRID EV,2024,2
Ladakh,DIESEL,2025,1695
Ladakh,DIESEL/HYBRID,2025,2
Ladakh,ELECTRIC(BOV),2025,0
Ladakh,FUEL CELL HYDROGEN,2025,5
Ladakh,NOT APPLICABLE,2025,0
Ladakh,PETROL,2025,1473
Ladakh,PETROL(E20),2025,856
Ladakh,PETROL(E20)/HYBRID,2025,37
Ladakh,PETROL/CNG,2025,1
Ladakh,PETROL/HYBRID,2025,222
Ladakh,PURE EV,2025,3
Ladakh,STRONG HYBRID EV,2025,5
Ladakh,DIESEL,2026,590
Ladakh,DIESEL/HYBRID,2026,2
Ladakh,ELECTRIC(BOV),2026,0
Ladakh,FUEL CELL HYDROGEN,2026,0
Ladakh,NOT APPLICABLE,2026,0
Ladakh,PETROL,2026,171
Ladakh,PETROL(E20),2026,1313
Ladakh,PETROL(E20)/HYBRID,2026,128
Ladakh,PETROL/CNG,2026,0
Ladakh,PETROL/HYBRID,2026,41
Ladakh,PURE EV,2026,3
Ladakh,STRONG HYBRID EV,2026,4
Lakshwadeep,DIESEL,2026,18
Lakshwadeep,ELECTRIC(BOV),2026,6
Lakshwadeep,LPG ONLY,2026,2
Lakshwadeep,PETROL,2026,321
Lakshwadeep,PETROL(E20),2026,257
Lakshwadeep,PETROL(E20)/HYBRID,2026,5
Lakshwadeep,PETROL/CNG,2026,0
Lakshwadeep,PETROL/HYBRID,2026,4
Lakshwadeep,PURE EV,2026,54
Madhyapradesh,CNG ONLY,2022,1792
Madhyapradesh,DIESEL,2022,177682
Madhyapradesh,DIESEL/HYBRID,2022,8
Madhyapradesh,ELECTRIC(BOV),2022,36817
Madhyapradesh,ETHANOL(E100),2022,0
Madhyapradesh,LPG ONLY,2022,5
Madhyapradesh,NOT APPLICABLE,2022,1706
Madhyapradesh,PETROL,2022,1115179
Madhyapradesh,PETROL(E20),2022,0
Madhyapradesh,PETROL(E20)/CNG,2022,17
Madhyapradesh,PETROL(E20)/HYBRID,2022,0
Madhyapradesh,PETROL(E20)/HYBRID/CNG,2022,3
Madhyapradesh,PETROL(E20)/LPG,2022,1
Madhyapradesh,PETROL/CNG,2022,23062
Madhyapradesh,PETROL/HYBRID,2022,6789
Madhyapradesh,PETROL/HYBRID/CNG,2022,55
Madhyapradesh,PETROL/LPG,2022,3853
Madhyapradesh,PURE EV,2022,0
Madhyapradesh,STRONG HYBRID EV,2022,0
Madhyapradesh,CNG ONLY,2023,10428
Madhyapradesh,DIESEL,2023,200866
Madhyapradesh,DIESEL/HYBRID,2023,45
Madhyapradesh,ELECTRIC(BOV),2023,67980
Madhyapradesh,ETHANOL(E100),2023,0
Madhyapradesh,LPG ONLY,2023,149
Madhyapradesh,NOT APPLICABLE,2023,280
Madhyapradesh,PETROL,2023,1177023
Madhyapradesh,PETROL(E20),2023,6086
Madhyapradesh,PETROL(E20)/CNG,2023,24
Madhyapradesh,PETROL(E20)/HYBRID,2023,0
Madhyapradesh,PETROL(E20)/HYBRID/CNG,2023,7
Madhyapradesh,PETROL(E20)/LPG,2023,6
Madhyapradesh,PETROL/CNG,2023,21874
Madhyapradesh,PETROL/HYBRID,2023,11627
Madhyapradesh,PETROL/HYBRID/CNG,2023,78
Madhyapradesh,PETROL/LPG,2023,2004
Madhyapradesh,PURE EV,2023,0
Madhyapradesh,STRONG HYBRID EV,2023,0
Madhyapradesh,CNG ONLY,2024,14824
Madhyapradesh,DIESEL,2024,207723
Madhyapradesh,DIESEL/HYBRID,2024,132
Madhyapradesh,ELECTRIC(BOV),2024,63676
Madhyapradesh,ETHANOL(E100),2024,1
Madhyapradesh,LPG ONLY,2024,119
Madhyapradesh,NOT APPLICABLE,2024,343
Madhyapradesh,PETROL,2024,1283365
Madhyapradesh,PETROL(E20),2024,10859
Madhyapradesh,PETROL(E20)/CNG,2024,28
Madhyapradesh,PETROL(E20)/HYBRID,2024,0
Madhyapradesh,PETROL(E20)/HYBRID/CNG,2024,3
Madhyapradesh,PETROL(E20)/LPG,2024,7
Madhyapradesh,PETROL/CNG,2024,36149
Madhyapradesh,PETROL/HYBRID,2024,10591
Madhyapradesh,PETROL/HYBRID/CNG,2024,84
Madhyapradesh,PETROL/LPG,2024,2097
Madhyapradesh,PURE EV,2024,36809
Madhyapradesh,STRONG HYBRID EV,2024,932
Madhyapradesh,CNG ONLY,2025,15553
Madhyapradesh,DIESEL,2025,216947
Madhyapradesh,DIESEL/HYBRID,2025,181
Madhyapradesh,ELECTRIC(BOV),2025,30671
Madhyapradesh,ETHANOL(E100),2025,35
Madhyapradesh,LPG ONLY,2025,93
Madhyapradesh,NOT APPLICABLE,2025,526
Madhyapradesh,PETROL,2025,957761
Madhyapradesh,PETROL(E20),2025,304708
Madhyapradesh,PETROL(E20)/CNG,2025,4157
Madhyapradesh,PETROL(E20)/HYBRID,2025,1110
Madhyapradesh,PETROL(E20)/HYBRID/CNG,2025,12
Madhyapradesh,PETROL(E20)/LPG,2025,174
Madhyapradesh,PETROL/CNG,2025,45968
Madhyapradesh,PETROL/HYBRID,2025,7771
Madhyapradesh,PETROL/HYBRID/CNG,2025,63
Madhyapradesh,PETROL/LPG,2025,2723
Madhyapradesh,PURE EV,2025,109247
Madhyapradesh,STRONG HYBRID EV,2025,1697
Madhyapradesh,CNG ONLY,2026,6556
Madhyapradesh,DIESEL,2026,119372
Madhyapradesh,DIESEL/HYBRID,2026,166
Madhyapradesh,ELECTRIC(BOV),2026,8265
Madhyapradesh,ETHANOL(E100),2026,0
Madhyapradesh,LPG ONLY,2026,21
Madhyapradesh,NOT APPLICABLE,2026,285
Madhyapradesh,PETROL,2026,232354
Madhyapradesh,PETROL(E20),2026,370391
Madhyapradesh,PETROL(E20)/CNG,2026,29944
Madhyapradesh,PETROL(E20)/HYBRID,2026,4114
Madhyapradesh,PETROL(E20)/HYBRID/CNG,2026,40
Madhyapradesh,PETROL(E20)/LPG,2026,251
Madhyapradesh,PETROL/CNG,2026,6718
Madhyapradesh,PETROL/HYBRID,2026,1068
Madhyapradesh,PETROL/HYBRID/CNG,2026,7
Madhyapradesh,PETROL/LPG,2026,301
Madhyapradesh,PURE EV,2026,79489
Madhyapradesh,STRONG HYBRID EV,2026,1042
Maharashtra,CNG ONLY,2022,48780
Maharashtra,DIESEL,2022,296067
Maharashtra,DIESEL/HYBRID,2022,155
Maharashtra,DUAL DIESEL/CNG,2022,1
Maharashtra,DUAL DIESEL/LNG,2022,0
Maharashtra,ELECTRIC(BOV),2022,135983
Maharashtra,ETHANOL(E100),2022,0
Maharashtra,LNG,2022,15
Maharashtra,LPG ONLY,2022,2898
Maharashtra,NOT APPLICABLE,2022,16104
Maharashtra,PETROL,2022,1739183
Maharashtra,PETROL(E20),2022,0
Maharashtra,PETROL(E20)/CNG,2022,4
Maharashtra,PETROL(E20)/HYBRID,2022,0
Maharashtra,PETROL(E20)/HYBRID/CNG,2022,1
Maharashtra,PETROL(E20)/LPG,2022,1
Maharashtra,PETROL/CNG,2022,111440
Maharashtra,PETROL/HYBRID,2022,22038
Maharashtra,PETROL/HYBRID/CNG,2022,29
Maharashtra,PETROL/LPG,2022,804
Maharashtra,PLUG-IN HYBRID EV,2022,0
Maharashtra,PURE EV,2022,0
Maharashtra,STRONG HYBRID EV,2022,0
Maharashtra,CNG ONLY,2023,63047
Maharashtra,DIESEL,2023,299174
Maharashtra,DIESEL/HYBRID,2023,553
Maharashtra,DUAL DIESEL/CNG,2023,0
Maharashtra,DUAL DIESEL/LNG,2023,0
Maharashtra,ELECTRIC(BOV),2023,194208
Maharashtra,ETHANOL(E100),2023,0
Maharashtra,LNG,2023,154
Maharashtra,LPG ONLY,2023,6119
Maharashtra,NOT APPLICABLE,2023,13017
Maharashtra,PETROL,2023,1786965
Maharashtra,PETROL(E20),2023,32610
Maharashtra,PETROL(E20)/CNG,2023,1
Maharashtra,PETROL(E20)/HYBRID,2023,0
Maharashtra,PETROL(E20)/HYBRID/CNG,2023,4
Maharashtra,PETROL(E20)/LPG,2023,1
Maharashtra,PETROL/CNG,2023,130572
Maharashtra,PETROL/HYBRID,2023,36522
Maharashtra,PETROL/HYBRID/CNG,2023,21
Maharashtra,PETROL/LPG,2023,466
Maharashtra,PLUG-IN HYBRID EV,2023,0
Maharashtra,PURE EV,2023,0
Maharashtra,STRONG HYBRID EV,2023,0
Maharashtra,CNG ONLY,2024,80390
Maharashtra,DIESEL,2024,313642
Maharashtra,DIESEL/HYBRID,2024,1172
Maharashtra,DUAL DIESEL/CNG,2024,0
Maharashtra,DUAL DIESEL/LNG,2024,0
Maharashtra,ELECTRIC(BOV),2024,154986
Maharashtra,ETHANOL(E100),2024,52
Maharashtra,LNG,2024,190
Maharashtra,LPG ONLY,2024,6967
Maharashtra,NOT APPLICABLE,2024,13691
Maharashtra,PETROL,2024,1964646
Maharashtra,PETROL(E20),2024,59076
Maharashtra,PETROL(E20)/CNG,2024,1
Maharashtra,PETROL(E20)/HYBRID,2024,0
Maharashtra,PETROL(E20)/HYBRID/CNG,2024,1
Maharashtra,PETROL(E20)/LPG,2024,3
Maharashtra,PETROL/CNG,2024,168468
Maharashtra,PETROL/HYBRID,2024,27987
Maharashtra,PETROL/HYBRID/CNG,2024,25
Maharashtra,PETROL/LPG,2024,464
Maharashtra,PLUG-IN HYBRID EV,2024,12
Maharashtra,PURE EV,2024,86846
Maharashtra,STRONG HYBRID EV,2024,8932
Maharashtra,CNG ONLY,2025,84017
Maharashtra,DIESEL,2025,405410
Maharashtra,DIESEL/HYBRID,2025,1627
Maharashtra,DUAL DIESEL/CNG,2025,0
Maharashtra,DUAL DIESEL/LNG,2025,9
Maharashtra,ELECTRIC(BOV),2025,32840
Maharashtra,ETHANOL(E100),2025,221
Maharashtra,LNG,2025,363
Maharashtra,LPG ONLY,2025,7889
Maharashtra,NOT APPLICABLE,2025,19798
Maharashtra,PETROL,2025,1626912
Maharashtra,PETROL(E20),2025,629903
Maharashtra,PETROL(E20)/CNG,2025,21681
Maharashtra,PETROL(E20)/HYBRID,2025,3121
Maharashtra,PETROL(E20)/HYBRID/CNG,2025,1
Maharashtra,PETROL(E20)/LPG,2025,55
Maharashtra,PETROL/CNG,2025,186703
Maharashtra,PETROL/HYBRID,2025,18088
Maharashtra,PETROL/HYBRID/CNG,2025,8
Maharashtra,PETROL/LPG,2025,579
Maharashtra,PLUG-IN HYBRID EV,2025,18
Maharashtra,PURE EV,2025,233731
Maharashtra,STRONG HYBRID EV,2025,15703
Maharashtra,CNG ONLY,2026,35964
Maharashtra,DIESEL,2026,181817
Maharashtra,DIESEL/HYBRID,2026,826
Maharashtra,DUAL DIESEL/CNG,2026,0
Maharashtra,DUAL DIESEL/LNG,2026,0
Maharashtra,ELECTRIC(BOV),2026,10864
Maharashtra,ETHANOL(E100),2026,3
Maharashtra,LNG,2026,180
Maharashtra,LPG ONLY,2026,2990
Maharashtra,NOT APPLICABLE,2026,8109
Maharashtra,PETROL,2026,350148
Maharashtra,PETROL(E20),2026,808296
Maharashtra,PETROL(E20)/CNG,2026,96867
Maharashtra,PETROL(E20)/HYBRID,2026,7953
Maharashtra,PETROL(E20)/HYBRID/CNG,2026,0
Maharashtra,PETROL(E20)/LPG,2026,67
Maharashtra,PETROL/CNG,2026,15681
Maharashtra,PETROL/HYBRID,2026,3019
Maharashtra,PETROL/HYBRID/CNG,2026,0
Maharashtra,PETROL/LPG,2026,29
Maharashtra,PLUG-IN HYBRID EV,2026,2
Maharashtra,PURE EV,2026,156547
Maharashtra,STRONG HYBRID EV,2026,8400
Manipur,DIESEL,2022,3516
Manipur,DIESEL/HYBRID,2022,2
Manipur,ELECTRIC(BOV),2022,341
Manipur,PETROL,2022,51174
Manipur,PETROL(E20),2022,0
Manipur,PETROL(E20)/HYBRID,2022,0
Manipur,PETROL/CNG,2022,0
Manipur,PETROL/HYBRID,2022,327
Manipur,PURE EV,2022,0
Manipur,STRONG HYBRID EV,2022,0
Manipur,DIESEL,2023,2123
Manipur,DIESEL/HYBRID,2023,1
Manipur,ELECTRIC(BOV),2023,399
Manipur,PETROL,2023,23618
Manipur,PETROL(E20),2023,75
Manipur,PETROL(E20)/HYBRID,2023,0
Manipur,PETROL/CNG,2023,0
Manipur,PETROL/HYBRID,2023,518
Manipur,PURE EV,2023,0
Manipur,STRONG HYBRID EV,2023,0
Manipur,DIESEL,2024,1222
Manipur,DIESEL/HYBRID,2024,0
Manipur,ELECTRIC(BOV),2024,406
Manipur,PETROL,2024,25371
Manipur,PETROL(E20),2024,323
Manipur,PETROL(E20)/HYBRID,2024,0
Manipur,PETROL/CNG,2024,1
Manipur,PETROL/HYBRID,2024,706
Manipur,PURE EV,2024,16
Manipur,STRONG HYBRID EV,2024,23
Manipur,DIESEL,2025,1923
Manipur,DIESEL/HYBRID,2025,5
Manipur,ELECTRIC(BOV),2025,469
Manipur,PETROL,2025,20126
Manipur,PETROL(E20),2025,11540
Manipur,PETROL(E20)/HYBRID,2025,153
Manipur,PETROL/CNG,2025,0
Manipur,PETROL/HYBRID,2025,655
Manipur,PURE EV,2025,730
Manipur,STRONG HYBRID EV,2025,47
Manipur,DIESEL,2026,1239
Manipur,DIESEL/HYBRID,2026,4
Manipur,ELECTRIC(BOV),2026,254
Manipur,PETROL,2026,2730
Manipur,PETROL(E20),2026,15151
Manipur,PETROL(E20)/HYBRID,2026,363
Manipur,PETROL/CNG,2026,1
Manipur,PETROL/HYBRID,2026,95
Manipur,PURE EV,2026,784
Manipur,STRONG HYBRID EV,2026,19
Meghalaya,DIESEL,2022,6293
Meghalaya,DIESEL/HYBRID,2022,0
Meghalaya,ELECTRIC(BOV),2022,43
Meghalaya,NOT APPLICABLE,2022,0
Meghalaya,PETROL,2022,28987
Meghalaya,PETROL(E20),2022,0
Meghalaya,PETROL(E20)/CNG,2022,0
Meghalaya,PETROL(E20)/HYBRID,2022,0
Meghalaya,PETROL/CNG,2022,0
Meghalaya,PETROL/HYBRID,2022,294
Meghalaya,PURE EV,2022,0
Meghalaya,STRONG HYBRID EV,2022,0
Meghalaya,DIESEL,2023,5964
Meghalaya,DIESEL/HYBRID,2023,1
Meghalaya,ELECTRIC(BOV),2023,115
Meghalaya,NOT APPLICABLE,2023,1
Meghalaya,PETROL,2023,28930
Meghalaya,PETROL(E20),2023,4545
Meghalaya,PETROL(E20)/CNG,2023,0
Meghalaya,PETROL(E20)/HYBRID,2023,0
Meghalaya,PETROL/CNG,2023,2
Meghalaya,PETROL/HYBRID,2023,797
Meghalaya,PURE EV,2023,0
Meghalaya,STRONG HYBRID EV,2023,0
Meghalaya,DIESEL,2024,5855
Meghalaya,DIESEL/HYBRID,2024,5
Meghalaya,ELECTRIC(BOV),2024,795
Meghalaya,NOT APPLICABLE,2024,1
Meghalaya,PETROL,2024,28594
Meghalaya,PETROL(E20),2024,6314
Meghalaya,PETROL(E20)/CNG,2024,0
Meghalaya,PETROL(E20)/HYBRID,2024,0
Meghalaya,PETROL/CNG,2024,2
Meghalaya,PETROL/HYBRID,2024,761
Meghalaya,PURE EV,2024,18
Meghalaya,STRONG HYBRID EV,2024,34
Meghalaya,DIESEL,2025,4988
Meghalaya,DIESEL/HYBRID,2025,4
Meghalaya,ELECTRIC(BOV),2025,610
Meghalaya,NOT APPLICABLE,2025,2
Meghalaya,PETROL,2025,24322
Meghalaya,PETROL(E20),2025,12379
Meghalaya,PETROL(E20)/CNG,2025,0
Meghalaya,PETROL(E20)/HYBRID,2025,157
Meghalaya,PETROL/CNG,2025,4
Meghalaya,PETROL/HYBRID,2025,801
Meghalaya,PURE EV,2025,336
Meghalaya,STRONG HYBRID EV,2025,92
Meghalaya,DIESEL,2026,2569
Meghalaya,DIESEL/HYBRID,2026,6
Meghalaya,ELECTRIC(BOV),2026,175
Meghalaya,NOT APPLICABLE,2026,0
Meghalaya,PETROL,2026,6101
Meghalaya,PETROL(E20),2026,12325
Meghalaya,PETROL(E20)/CNG,2026,5
Meghalaya,PETROL(E20)/HYBRID,2026,511
Meghalaya,PETROL/CNG,2026,0
Meghalaya,PETROL/HYBRID,2026,53
Meghalaya,PURE EV,2026,276
Meghalaya,STRONG HYBRID EV,2026,44
Mizoram,CNG ONLY,2022,0
Mizoram,DIESEL,2022,3067
Mizoram,DIESEL/HYBRID,2022,0
Mizoram,ELECTRIC(BOV),2022,36
Mizoram,ETHANOL(E100),2022,0
Mizoram,PETROL,2022,23813
Mizoram,PETROL(E20),2022,0
Mizoram,PETROL(E20)/HYBRID,2022,0
Mizoram,PETROL/HYBRID,2022,87
Mizoram,PURE EV,2022,0
Mizoram,STRONG HYBRID EV,2022,0
Mizoram,CNG ONLY,2023,4
Mizoram,DIESEL,2023,2942
Mizoram,DIESEL/HYBRID,2023,0
Mizoram,ELECTRIC(BOV),2023,167
Mizoram,ETHANOL(E100),2023,0
Mizoram,PETROL,2023,22967
Mizoram,PETROL(E20),2023,2365
Mizoram,PETROL(E20)/HYBRID,2023,0
Mizoram,PETROL/HYBRID,2023,223
Mizoram,PURE EV,2023,0
Mizoram,STRONG HYBRID EV,2023,0
Mizoram,CNG ONLY,2024,4
Mizoram,DIESEL,2024,2807
Mizoram,DIESEL/HYBRID,2024,0
Mizoram,ELECTRIC(BOV),2024,512
Mizoram,ETHANOL(E100),2024,7
Mizoram,PETROL,2024,22744
Mizoram,PETROL(E20),2024,3662
Mizoram,PETROL(E20)/HYBRID,2024,0
Mizoram,PETROL/HYBRID,2024,196
Mizoram,PURE EV,2024,48
Mizoram,STRONG HYBRID EV,2024,14
Mizoram,CNG ONLY,2025,0
Mizoram,DIESEL,2025,3084
Mizoram,DIESEL/HYBRID,2025,1
Mizoram,ELECTRIC(BOV),2025,584
Mizoram,ETHANOL(E100),2025,21
Mizoram,PETROL,2025,20545
Mizoram,PETROL(E20),2025,5571
Mizoram,PETROL(E20)/HYBRID,2025,42
Mizoram,PETROL/HYBRID,2025,225
Mizoram,PURE EV,2025,240
Mizoram,STRONG HYBRID EV,2025,21
Mizoram,CNG ONLY,2026,0
Mizoram,DIESEL,2026,1887
Mizoram,DIESEL/HYBRID,2026,3
Mizoram,ELECTRIC(BOV),2026,390
Mizoram,ETHANOL(E100),2026,0
Mizoram,PETROL,2026,8578
Mizoram,PETROL(E20),2026,5869
Mizoram,PETROL(E20)/HYBRID,2026,118
Mizoram,PETROL/HYBRID,2026,15
Mizoram,PURE EV,2026,203
Mizoram,STRONG HYBRID EV,2026,16
Nagaland,CNG ONLY,2022,27
Nagaland,DIESEL,2022,13007
Nagaland,DIESEL/HYBRID,2022,0
Nagaland,DUAL DIESEL/CNG,2022,0
Nagaland,ELECTRIC(BOV),2022,3
Nagaland,LNG,2022,0
Nagaland,NOT APPLICABLE,2022,6
Nagaland,PETROL,2022,12694
Nagaland,PETROL(E20),2022,0
Nagaland,PETROL(E20)/CNG,2022,0
Nagaland,PETROL(E20)/HYBRID,2022,0
Nagaland,PETROL/CNG,2022,1
Nagaland,PETROL/HYBRID,2022,222
Nagaland,PURE EV,2022,0
Nagaland,STRONG HYBRID EV,2022,0
Nagaland,CNG ONLY,2023,23
Nagaland,DIESEL,2023,13337
Nagaland,DIESEL/HYBRID,2023,2
Nagaland,DUAL DIESEL/CNG,2023,0
Nagaland,ELECTRIC(BOV),2023,6
Nagaland,LNG,2023,0
